"STATISTIC","Statistic Label","C02172V02618","Type of Vehicle Registration","C01841V02268","Type of Fuel","TLIST(M1)","Month","UNIT","VALUE"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199807","1998M07","Number","12768"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199808","1998M08","Number","8244"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199809","1998M09","Number","6101"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199810","1998M10","Number","6002"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199811","1998M11","Number","5077"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199812","1998M12","Number","3355"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199901","1999M01","Number","12039"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199902","1999M02","Number","17489"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199903","1999M03","Number","21588"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199904","1999M04","Number","16766"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199905","1999M05","Number","17646"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199906","1999M06","Number","16156"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199907","1999M07","Number","15349"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199908","1999M08","Number","11955"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199909","1999M09","Number","9969"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199910","1999M10","Number","8268"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199911","1999M11","Number","7223"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","199912","1999M12","Number","4014"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200001","2000M01","Number","18699"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200002","2000M02","Number","27241"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200003","2000M03","Number","27981"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200004","2000M04","Number","25215"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200005","2000M05","Number","25838"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200006","2000M06","Number","22281"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200007","2000M07","Number","18539"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200008","2000M08","Number","15009"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200009","2000M09","Number","11190"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200010","2000M10","Number","9185"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200011","2000M11","Number","7005"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200012","2000M12","Number","3556"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200101","2001M01","Number","15420"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200102","2001M02","Number","20435"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200103","2001M03","Number","20488"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200104","2001M04","Number","17558"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200105","2001M05","Number","17702"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200106","2001M06","Number","14514"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200107","2001M07","Number","13426"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200108","2001M08","Number","10048"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200109","2001M09","Number","6541"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200110","2001M10","Number","6330"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200111","2001M11","Number","4789"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200112","2001M12","Number","2552"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200201","2002M01","Number","12882"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200202","2002M02","Number","17042"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200203","2002M03","Number","18966"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200204","2002M04","Number","15301"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200205","2002M05","Number","16687"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200206","2002M06","Number","11601"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200207","2002M07","Number","12754"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200208","2002M08","Number","9004"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200209","2002M09","Number","6992"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200210","2002M10","Number","6071"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200211","2002M11","Number","4304"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200212","2002M12","Number","2521"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200301","2003M01","Number","14533"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200302","2003M02","Number","17314"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200303","2003M03","Number","16465"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200304","2003M04","Number","16294"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200305","2003M05","Number","13761"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200306","2003M06","Number","10721"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200307","2003M07","Number","11836"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200308","2003M08","Number","7928"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200309","2003M09","Number","6068"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200310","2003M10","Number","5557"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200311","2003M11","Number","3456"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200312","2003M12","Number","1853"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200401","2004M01","Number","14680"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200402","2004M02","Number","17232"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200403","2004M03","Number","18602"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200404","2004M04","Number","16373"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200405","2004M05","Number","13872"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200406","2004M06","Number","11494"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200407","2004M07","Number","12223"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200408","2004M08","Number","8166"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200409","2004M09","Number","6251"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200410","2004M10","Number","5022"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200411","2004M11","Number","3170"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200412","2004M12","Number","1712"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200501","2005M01","Number","16196"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200502","2005M02","Number","19785"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200503","2005M03","Number","19248"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200504","2005M04","Number","17016"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200505","2005M05","Number","15046"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200506","2005M06","Number","12225"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200507","2005M07","Number","11764"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200508","2005M08","Number","8927"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200509","2005M09","Number","5906"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200510","2005M10","Number","5033"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200511","2005M11","Number","3064"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200512","2005M12","Number","1668"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200601","2006M01","Number","19550"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200602","2006M02","Number","20640"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200603","2006M03","Number","19668"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200604","2006M04","Number","15793"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200605","2006M05","Number","14705"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200606","2006M06","Number","11813"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200607","2006M07","Number","11759"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200608","2006M08","Number","8426"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200609","2006M09","Number","5565"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200610","2006M10","Number","4224"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200611","2006M11","Number","2587"
"TEM03","New Vehicles Licensed for the First Time","-","All Vehicles","1","Petrol","200612","2006M12","Number","1258"
